Year,"Geographic
Region",State of Death,Group Method,Method,Suicides,"Group
Percentage"
2015,Northeast,New Jersey,General Population Method,Firearms,188,24.5
2015,Northeast,New York,General Population Method,Firearms,412,25.5
2015,Northeast,Pennsylvania,General Population Method,Firearms,911,49.2
2015,Northeast,Rhode Island,General Population Method,Firearms,40,32.5
2015,Northeast,Vermont,General Population Method,Firearms,59,57.8
2015,Midwest,All,General Population Method,Firearms,4458,48.8
2015,Midwest,Illinois,General Population Method,Firearms,480,36.8
2015,Midwest,Indiana,General Population Method,Firearms,502,54.2
2015,Midwest,Iowa,General Population Method,Firearms,185,44.9
2015,Midwest,Kansas,General Population Method,Firearms,218,47.4
2015,Midwest,Michigan,General Population Method,Firearms,670,49.3
2015,Midwest,Minnesota,General Population Method,Firearms,297,41.9
2015,Midwest,Missouri,General Population Method,Firearms,593,58.1
2015,Midwest,Nebraska,General Population Method,Firearms,109,50.9
2015,Midwest,North Dakota,General Population Method,Firearms,74,60.7
2015,Midwest,Ohio,General Population Method,Firearms,844,52.8
2015,Midwest,South Dakota,General Population Method,Firearms,70,44.6
2015,Midwest,Wisconsin,General Population Method,Firearms,416,48.9
2015,South,All,General Population Method,Firearms,9846,58.5
2015,South,Alabama,General Population Method,Firearms,515,70.4
2015,South,Arkansas,General Population Method,Firearms,330,58.7
2015,South,Delaware,General Population Method,Firearms,54,46.2
2015,South,District Of Columbia,General Population Method,Firearms,10,31.3
2015,South,Florida,General Population Method,Firearms,1609,51.1
2015,South,Georgia,General Population Method,Firearms,798,63.1
2015,South,Kentucky,General Population Method,Firearms,482,64.3
2015,South,Louisiana,General Population Method,Firearms,454,65.3
2015,South,Maryland,General Population Method,Firearms,243,45.3
2015,South,Mississippi,General Population Method,Firearms,285,68.8
2015,South,North Carolina,General Population Method,Firearms,771,56.3
2015,South,Oklahoma,General Population Method,Firearms,453,59.5
2015,South,South Carolina,General Population Method,Firearms,456,63.2
2015,South,Tennessee,General Population Method,Firearms,624,60.3
2015,South,Texas,General Population Method,Firearms,1942,59.0
2015,South,Virginia,General Population Method,Firearms,609,56.3
2015,South,West Virginia,General Population Method,Firearms,211,63.6
2015,West,All,General Population Method,Firearms,5086,46.6
2015,West,Alaska,General Population Method,Firearms,117,61.3
2015,West,Arizona,General Population Method,Firearms,690,56.1
2015,West,California,General Population Method,Firearms,1537,37.8
2015,West,Colorado,General Population Method,Firearms,514,49.4
2015,West,Hawaii,General Population Method,Firearms,44,22.6
2015,West,Idaho,General Population Method,Firearms,206,60.4
2015,West,Montana,General Population Method,Firearms,165,63.2
2015,West,Nevada,General Population Method,Firearms,286,53.0
2015,West,New Mexico,General Population Method,Firearms,266,55.2
2015,West,Oregon,General Population Method,Firearms,364,49.1
2015,West,Utah,General Population Method,Firearms,292,49.8
2015,West,Washington,General Population Method,Firearms,515,47.6
2015,West,Wyoming,General Population Method,Firearms,90,60.4
2016,Northeast,All,Veteran Method,Firearms,443,58.4
2016,Northeast,Connecticut,Veteran Method,Firearms,18,47.4
2016,Northeast,Maine,Veteran Method,Firearms,19,59.4
2016,Northeast,Massachusetts,Veteran Method,Firearms,29,39.2
2016,Northeast,New Hampshire,Veteran Method,Firearms,24,64.9
2016,Northeast,New Jersey,Veteran Method,Firearms,47,60.3
2016,Northeast,New York,Veteran Method,Firearms,81,48.8
2016,Northeast,Pennsylvania,Veteran Method,Firearms,190,66.2
2016,Midwest,All,Veteran Method,Firearms,850,66.1
2016,Midwest,Illinois,Veteran Method,Firearms,95,56.2
2016,Midwest,Indiana,Veteran Method,Firearms,54,73.0
2016,Midwest,Iowa,Veteran Method,Firearms,47,68.1
2016,Midwest,Kansas,Veteran Method,Firearms,36,60.0
2016,Midwest,Michigan,Veteran Method,Firearms,125,71.0
2016,Midwest,Minnesota,Veteran Method,Firearms,57,55.9
2016,Midwest,Missouri,Veteran Method,Firearms,125,74.0
2016,Midwest,Ohio,Veteran Method,Firearms,167,64.5
2016,Midwest,Wisconsin,Veteran Method,Firearms,96,68.1
2016,South,All,Veteran Method,Firearms,2069,74.6
2016,South,Alabama,Veteran Method,Firearms,110,82.1
2016,South,Arkansas,Veteran Method,Firearms,69,70.4
2016,South,Florida,Veteran Method,Firearms,411,73.3
2016,South,Georgia,Veteran Method,Firearms,154,74.0
2016,South,Kentucky,Veteran Method,Firearms,85,74.6
2016,South,Louisiana,Veteran Method,Firearms,66,81.5
2016,South,Maryland,Veteran Method,Firearms,48,63.2
2016,South,North Carolina,Veteran Method,Firearms,128,68.8
2016,South,Oklahoma,Veteran Method,Firearms,92,80.7
2016,South,South Carolina,Veteran Method,Firearms,103,79.2
2016,South,Tennessee,Veteran Method,Firearms,127,71.8
2016,South,Texas,Veteran Method,Firearms,411,74.9
2016,South,Virginia,Veteran Method,Firearms,150,71.1
2016,South,West Virginia,Veteran Method,Firearms,43,81.1
2016,West,All,Veteran Method,Firearms,1133,68.4
2016,West,Arizona,Veteran Method,Firearms,191,79.6
2016,West,California,Veteran Method,Firearms,332,64.6
2016,West,Colorado,Veteran Method,Firearms,118,67.8
2016,West,Idaho,Veteran Method,Firearms,45,72.6
2016,West,Montana,Veteran Method,Firearms,34,72.3
2016,West,Nevada,Veteran Method,Firearms,79,70.5
2016,West,New Mexico,Veteran Method,Firearms,53,73.6
2016,West,Oregon,Veteran Method,Firearms,98,73.1
2016,West,Utah,Veteran Method,Firearms,40,64.5
2016,West,Washington,Veteran Method,Firearms,112,59.6
2016,Northeast,All,General Population Method,Firearms,2176,37.0
2016,Northeast,Connecticut,General Population Method,Firearms,109,28.0
2016,Northeast,Maine,General Population Method,Firearms,107,48.9
2016,Northeast,Massachusetts,General Population Method,Firearms,138,22.7
2016,Northeast,New Hampshire,General Population Method,Firearms,121,51.1
2016,Northeast,New Jersey,General Population Method,Firearms,173,25.8
2016,Northeast,New York,General Population Method,Firearms,477,29.5
2016,Northeast,Pennsylvania,General Population Method,Firearms,947,49.6
2016,Northeast,Rhode Island,General Population Method,Firearms,35,28.2
2016,Northeast,Vermont,General Population Method,Firearms,69,59.5
2016,Midwest,All,General Population Method,Firearms,4784,50.8
2016,Midwest,Illinois,General Population Method,Firearms,491,35.9
2016,Midwest,Indiana,General Population Method,Firearms,576,57.5
2016,Midwest,Iowa,General Population Method,Firearms,222,51.2
2016,Midwest,Kansas,General Population Method,Firearms,248,50.0
2016,Midwest,Michigan,General Population Method,Firearms,697,53.3
2016,Midwest,Minnesota,General Population Method,Firearms,319,44.8
2016,Midwest,Missouri,General Population Method,Firearms,630,57.5
2016,Midwest,Nebraska,General Population Method,Firearms,111,47.8
2016,Midwest,North Dakota,General Population Method,Firearms,73,54.5
2016,Midwest,Ohio,General Population Method,Firearms,897,54.2
2016,Midwest,South Dakota,General Population Method,Firearms,83,53.2
2016,Midwest,Wisconsin,General Population Method,Firearms,437,52.6
2016,South,All,General Population Method,Firearms,10104,59.4
2016,South,Alabama,General Population Method,Firearms,537,69.8
2016,South,Arkansas,General Population Method,Firearms,321,60.1
2016,South,Delaware,General Population Method,Firearms,64,54.7
2016,South,Florida,General Population Method,Firearms,1644,53.5
2016,South,Georgia,General Population Method,Firearms,846,62.6
2016,South,Kentucky,General Population Method,Firearms,479,65.8
2016,South,Louisiana,General Population Method,Firearms,431,65.7
2016,South,Maryland,General Population Method,Firearms,245,43.1
2016,South,Mississippi,General Population Method,Firearms,264,70.8
2016,South,North Carolina,General Population Method,Firearms,767,57.8
2016,South,Oklahoma,General Population Method,Firearms,499,62.8
2016,South,South Carolina,General Population Method,Firearms,513,64.8
2016,South,Tennessee,General Population Method,Firearms,651,60.8
2016,South,Texas,General Population Method,Firearms,1954,58.5
2016,South,Virginia,General Population Method,Firearms,649,57.8
2016,South,West Virginia,General Population Method,Firearms,235,66.0
2016,West,All,General Population Method,Firearms,5239,47.2
2016,West,Alaska,General Population Method,Firearms,107,59.8
2016,West,Arizona,General Population Method,Firearms,744,60.2
2016,West,California,General Population Method,Firearms,1563,37.5
2016,West,Colorado,General Population Method,Firearms,587,52.9
2016,West,Hawaii,General Population Method,Firearms,35,20.8
2016,West,Idaho,General Population Method,Firearms,204,60.9
2016,West,Montana,General Population Method,Firearms,155,62.0
2016,West,Nevada,General Population Method,Firearms,326,51.7
2016,West,New Mexico,General Population Method,Firearms,237,52.0
2016,West,Oregon,General Population Method,Firearms,404,54.3
2016,West,Utah,General Population Method,Firearms,290,49.3
2016,West,Washington,General Population Method,Firearms,503,45.6
2016,West,Wyoming,General Population Method,Firearms,84,61.3
2017,Northeast,All,Veteran Method,Firearms,434,58.0
2017,Northeast,Connecticut,Veteran Method,Firearms,16,41.0
2017,Northeast,Maine,Veteran Method,Firearms,39,75.0
2017,Northeast,Massachusetts,Veteran Method,Firearms,28,41.2
2017,Northeast,New Hampshire,Veteran Method,Firearms,25,69.4
2017,Northeast,New Jersey,Veteran Method,Firearms,45,54.9
2017,Northeast,New York,Veteran Method,Firearms,79,50.3
2017,Northeast,Pennsylvania,Veteran Method,Firearms,192,65.8
2017,Midwest,All,Veteran Method,Firearms,958,67.3
2017,Midwest,Illinois,Veteran Method,Firearms,107,57.5
2017,Midwest,Indiana,Veteran Method,Firearms,97,72.9
2017,Midwest,Iowa,Veteran Method,Firearms,47,69.1
2017,Midwest,Kansas,Veteran Method,Firearms,60,77.9
2017,Midwest,Michigan,Veteran Method,Firearms,125,63.8
2017,Midwest,Minnesota,Veteran Method,Firearms,63,60.6
2017,Midwest,Missouri,Veteran Method,Firearms,122,70.5
2017,Midwest,Nebraska,Veteran Method,Firearms,23,57.5
2017,Midwest,Ohio,Veteran Method,Firearms,194,73.8
2017,Midwest,Wisconsin,Veteran Method,Firearms,88,62.9
2017,South,All,Veteran Method,Firearms,2076,73.4
2017,South,Alabama,Veteran Method,Firearms,109,82.0
2017,South,Arkansas,Veteran Method,Firearms,89,80.9
2017,South,Florida,Veteran Method,Firearms,391,70.3
2017,South,Georgia,Veteran Method,Firearms,162,75.0
2017,South,Kentucky,Veteran Method,Firearms,88,73.3
2017,South,Louisiana,Veteran Method,Firearms,75,71.4
2017,South,Maryland,Veteran Method,Firearms,58,64.4
2017,South,Mississippi,Veteran Method,Firearms,51,73.9
2017,South,North Carolina,Veteran Method,Firearms,171,74.0
2017,South,Oklahoma,Veteran Method,Firearms,72,72.7
2017,South,South Carolina,Veteran Method,Firearms,92,74.2
2017,South,Tennessee,Veteran Method,Firearms,120,68.2
2017,South,Texas,Veteran Method,Firearms,421,77.8
2017,South,Virginia,Veteran Method,Firearms,116,66.3
2017,South,West Virginia,Veteran Method,Firearms,52,81.3
2017,West,All,Veteran Method,Firearms,1218,69.2
2017,West,Arizona,Veteran Method,Firearms,188,78.7
2017,West,California,Veteran Method,Firearms,325,60.5
2017,West,Colorado,Veteran Method,Firearms,114,67.5
2017,West,Idaho,Veteran Method,Firearms,42,77.8
2017,West,Nevada,Veteran Method,Firearms,87,69.6
2017,West,New Mexico,Veteran Method,Firearms,60,77.9
2017,West,Oregon,Veteran Method,Firearms,119,76.3
2017,West,Utah,Veteran Method,Firearms,47,71.2
2017,West,Washington,Veteran Method,Firearms,135,68.5
2017,Northeast,All,General Population Method,Firearms,2217,35.8
2017,Northeast,Connecticut,General Population Method,Firearms,108,27.6
2017,Northeast,Maine,General Population Method,Firearms,148,55.4
2017,Northeast,Massachusetts,General Population Method,Firearms,148,22.4
2017,Northeast,New Hampshire,General Population Method,Firearms,131,50.2
2017,Northeast,New Jersey,General Population Method,Firearms,200,26.0
2017,Northeast,New York,General Population Method,Firearms,422,25.7
2017,Northeast,Pennsylvania,General Population Method,Firearms,969,49.1
2017,Northeast,Rhode Island,General Population Method,Firearms,31,25.0
2017,Northeast,Vermont,General Population Method,Firearms,60,55.6
2017,Midwest,All,General Population Method,Firearms,4949,50.4
2017,Midwest,Illinois,General Population Method,Firearms,562,40.1
2017,Midwest,Indiana,General Population Method,Firearms,591,55.8
2017,Midwest,Iowa,General Population Method,Firearms,215,46.9
2017,Midwest,Kansas,General Population Method,Firearms,301,57.7
2017,Midwest,Michigan,General Population Method,Firearms,659,47.2
2017,Midwest,Minnesota,General Population Method,Firearms,353,47.1
2017,Midwest,Missouri,General Population Method,Firearms,673,60.9
2017,Midwest,Nebraska,General Population Method,Firearms,120,45.6
2017,Midwest,North Dakota,General Population Method,Firearms,89,60.1
2017,Midwest,Ohio,General Population Method,Firearms,890,53.6
2017,Midwest,South Dakota,General Population Method,Firearms,77,44.3
2017,Midwest,Wisconsin,General Population Method,Firearms,419,47.2
2017,South,All,General Population Method,Firearms,10431,58.5
2017,South,Alabama,General Population Method,Firearms,558,68.9
2017,South,Arkansas,General Population Method,Firearms,379,62.7
2017,South,Delaware,General Population Method,Firearms,50,45.5
2017,South,Florida,General Population Method,Firearms,1683,53.4
2017,South,Georgia,General Population Method,Firearms,876,62.9
2017,South,Kentucky,General Population Method,Firearms,453,60.9
2017,South,Louisiana,General Population Method,Firearms,429,61.6
2017,South,Maryland,General Population Method,Firearms,264,43.6
2017,South,Mississippi,General Population Method,Firearms,288,67.1
2017,South,North Carolina,General Population Method,Firearms,822,55.7
2017,South,Oklahoma,General Population Method,Firearms,426,58.4
2017,South,South Carolina,General Population Method,Firearms,521,64.2
2017,South,Tennessee,General Population Method,Firearms,686,61.3
2017,South,Texas,General Population Method,Firearms,2071,57.8
2017,South,Virginia,General Population Method,Firearms,654,57.5
2017,South,West Virginia,General Population Method,Firearms,263,68.0
2017,West,All,General Population Method,Firearms,5527,47.9
2017,West,Alaska,General Population Method,Firearms,109,57.7
2017,West,Arizona,General Population Method,Firearms,771,60.2
2017,West,California,General Population Method,Firearms,1574,37.6
2017,West,Colorado,General Population Method,Firearms,569,51.3
2017,West,Hawaii,General Population Method,Firearms,30,13.5
2017,West,Idaho,General Population Method,Firearms,231,62.1
2017,West,Montana,General Population Method,Firearms,208,68.9
2017,West,Nevada,General Population Method,Firearms,318,52.2
2017,West,New Mexico,General Population Method,Firearms,251,54.7
2017,West,Oregon,General Population Method,Firearms,426,53.7
2017,West,Utah,General Population Method,Firearms,323,52.0
2017,West,Washington,General Population Method,Firearms,623,49.9
2017,West,Wyoming,General Population Method,Firearms,94,63.9
2018,Northeast,All,Veteran Method,Firearms,428,57.1
2018,Northeast,Connecticut,Veteran Method,Firearms,24,50.0
2018,Northeast,Maine,Veteran Method,Firearms,36,76.6
2018,Northeast,Massachusetts,Veteran Method,Firearms,28,39.4
2018,Northeast,New Hampshire,Veteran Method,Firearms,26,65.0
2018,Northeast,New Jersey,Veteran Method,Firearms,30,46.2
2018,Northeast,New York,Veteran Method,Firearms,86,47.8
2018,Northeast,Pennsylvania,Veteran Method,Firearms,182,67.4
2018,Midwest,All,Veteran Method,Firearms,904,65.4
2018,Midwest,Illinois,Veteran Method,Firearms,92,57.9
2018,Midwest,Indiana,Veteran Method,Firearms,94,64.8
2018,Midwest,Iowa,Veteran Method,Firearms,37,59.7
2018,Midwest,Kansas,Veteran Method,Firearms,53,65.4
2018,Midwest,Michigan,Veteran Method,Firearms,144,68.6
2018,Midwest,Minnesota,Veteran Method,Firearms,56,58.9
2018,Midwest,Missouri,Veteran Method,Firearms,153,75.4
2018,Midwest,Nebraska,Veteran Method,Firearms,22,52.4
2018,Midwest,Ohio,Veteran Method,Firearms,150,66.7
2018,Midwest,Wisconsin,Veteran Method,Firearms,72,62.6
2018,South,All,Veteran Method,Firearms,2083,73.2
2018,South,Alabama,Veteran Method,Firearms,117,81.3
2018,South,Arkansas,Veteran Method,Firearms,56,70.0
2018,South,Florida,Veteran Method,Firearms,431,72.4
2018,South,Georgia,Veteran Method,Firearms,169,79.3
2018,South,Kentucky,Veteran Method,Firearms,82,69.5
2018,South,Louisiana,Veteran Method,Firearms,82,82.0
2018,South,Maryland,Veteran Method,Firearms,56,58.9
2018,South,Mississippi,Veteran Method,Firearms,54,81.8
2018,South,North Carolina,Veteran Method,Firearms,150,71.4
2018,South,Oklahoma,Veteran Method,Firearms,93,73.8
2018,South,South Carolina,Veteran Method,Firearms,88,75.9
2018,South,Tennessee,Veteran Method,Firearms,131,69.7
2018,South,Texas,Veteran Method,Firearms,385,72.9
2018,South,Virginia,Veteran Method,Firearms,127,69.0
2018,South,West Virginia,Veteran Method,Firearms,51,79.7
2018,West,All,Veteran Method,Firearms,1125,66.9
2018,West,Arizona,Veteran Method,Firearms,175,74.8
2018,West,California,Veteran Method,Firearms,333,61.2
2018,West,Colorado,Veteran Method,Firearms,115,63.5
2018,West,Montana,Veteran Method,Firearms,46,80.7
2018,West,Nevada,Veteran Method,Firearms,63,64.9
2018,West,New Mexico,Veteran Method,Firearms,53,73.6
2018,West,Oregon,Veteran Method,Firearms,101,67.3
2018,West,Utah,Veteran Method,Firearms,42,76.4
2018,West,Washington,Veteran Method,Firearms,113,62.8
2018,Northeast,All,General Population Method,Firearms,2277,36.3
2018,Northeast,Connecticut,General Population Method,Firearms,127,30.8
2018,Northeast,Maine,General Population Method,Firearms,144,54.8
2018,Northeast,Massachusetts,General Population Method,Firearms,146,20.2
2018,Northeast,New Hampshire,General Population Method,Firearms,134,49.8
2018,Northeast,New Jersey,General Population Method,Firearms,191,25.3
2018,Northeast,New York,General Population Method,Firearms,435,26.0
2018,Northeast,Pennsylvania,General Population Method,Firearms,1007,51.7
2018,Northeast,Rhode Island,General Population Method,Firearms,23,21.9
2018,Northeast,Vermont,General Population Method,Firearms,70,57.4
2018,Midwest,All,General Population Method,Firearms,5077,51.0
2018,Midwest,Illinois,General Population Method,Firearms,558,39.0
2018,Midwest,Indiana,General Population Method,Firearms,566,55.2
2018,Midwest,Iowa,General Population Method,Firearms,223,46.9
2018,Midwest,Kansas,General Population Method,Firearms,281,53.4
2018,Midwest,Michigan,General Population Method,Firearms,778,53.0
2018,Midwest,Minnesota,General Population Method,Firearms,340,48.4
2018,Midwest,Missouri,General Population Method,Firearms,694,59.5
2018,Midwest,Nebraska,General Population Method,Firearms,143,55.0
2018,Midwest,North Dakota,General Population Method,Firearms,72,51.8
2018,Midwest,Ohio,General Population Method,Firearms,924,52.7
2018,Midwest,South Dakota,General Population Method,Firearms,86,57.7
2018,Midwest,Wisconsin,General Population Method,Firearms,412,48.3
2018,South,All,General Population Method,Firearms,10770,58.5
2018,South,Alabama,General Population Method,Firearms,537,67.7
2018,South,Arkansas,General Population Method,Firearms,335,62.6
2018,South,Delaware,General Population Method,Firearms,57,52.3
2018,South,Florida,General Population Method,Firearms,1840,52.7
2018,South,Georgia,General Population Method,Firearms,959,63.7
2018,South,Kentucky,General Population Method,Firearms,496,64.0
2018,South,Louisiana,General Population Method,Firearms,454,65.5
2018,South,Maryland,General Population Method,Firearms,257,41.0
2018,South,Mississippi,General Population Method,Firearms,301,74.1
2018,South,North Carolina,General Population Method,Firearms,847,58.7
2018,South,Oklahoma,General Population Method,Firearms,446,58.8
2018,South,South Carolina,General Population Method,Firearms,480,61.4
2018,South,Tennessee,General Population Method,Firearms,664,59.2
2018,South,Texas,General Population Method,Firearms,2179,58.2
2018,South,Virginia,General Population Method,Firearms,658,54.7
2018,South,West Virginia,General Population Method,Firearms,251,65.5
2018,West,All,General Population Method,Firearms,5583,47.0
2018,West,Alaska,General Population Method,Firearms,101,58.4
2018,West,Arizona,General Population Method,Firearms,779,56.4
2018,West,California,General Population Method,Firearms,1596,36.5
2018,West,Colorado,General Population Method,Firearms,637,52.2
2018,West,Hawaii,General Population Method,Firearms,30,17.2
2018,West,Idaho,General Population Method,Firearms,239,61.1
2018,West,Montana,General Population Method,Firearms,156,61.9
2018,West,Nevada,General Population Method,Firearms,356,56.6
2018,West,New Mexico,General Population Method,Firearms,274,53.9
2018,West,Oregon,General Population Method,Firearms,410,50.9
2018,West,Utah,General Population Method,Firearms,316,50.6
2018,West,Washington,General Population Method,Firearms,583,48.6
2018,West,Wyoming,General Population Method,Firearms,106,74.6
2019,Northeast,All,Veteran Method,Firearms,406,58.6
2019,Northeast,Connecticut,Veteran Method,Firearms,17,38.6
2019,Northeast,Maine,Veteran Method,Firearms,23,65.7
2019,Northeast,Massachusetts,Veteran Method,Firearms,25,38.5
2019,Northeast,New Hampshire,Veteran Method,Firearms,23,67.6
2019,Northeast,New York,Veteran Method,Firearms,86,55.1
2019,Northeast,Pennsylvania,Veteran Method,Firearms,187,69.3
2019,Midwest,All,Veteran Method,Firearms,902,68.5
2019,Midwest,Illinois,Veteran Method,Firearms,106,63.5
2019,Midwest,Indiana,Veteran Method,Firearms,102,81.6
2019,Midwest,Iowa,Veteran Method,Firearms,42,59.2
2019,Midwest,Kansas,Veteran Method,Firearms,50,74.6
2019,Midwest,Michigan,Veteran Method,Firearms,117,67.6
2019,Midwest,Minnesota,Veteran Method,Firearms,43,50.6
2019,Midwest,Missouri,Veteran Method,Firearms,130,69.1
2019,Midwest,Nebraska,Veteran Method,Firearms,34,66.7
2019,Midwest,Ohio,Veteran Method,Firearms,189,73.5
2019,Midwest,Wisconsin,Veteran Method,Firearms,62,65.3
2019,South,All,Veteran Method,Firearms,1939,73.9
2019,South,Alabama,Veteran Method,Firearms,86,81.1
2019,South,Arkansas,Veteran Method,Firearms,60,70.6
2019,South,Florida,Veteran Method,Firearms,408,73.8
2019,South,Georgia,Veteran Method,Firearms,146,72.6
2019,South,Kentucky,Veteran Method,Firearms,71,73.2
2019,South,Louisiana,Veteran Method,Firearms,72,81.8
2019,South,Maryland,Veteran Method,Firearms,38,57.6
2019,South,Mississippi,Veteran Method,Firearms,52,82.5
2019,South,North Carolina,Veteran Method,Firearms,138,76.2
2019,South,Oklahoma,Veteran Method,Firearms,71,64.0
2019,South,South Carolina,Veteran Method,Firearms,93,75.6
2019,South,Tennessee,Veteran Method,Firearms,151,81.6
2019,South,Texas,Veteran Method,Firearms,375,73.0
2019,South,Virginia,Veteran Method,Firearms,135,71.8
2019,South,West Virginia,Veteran Method,Firearms,34,69.4
2019,West,All,Veteran Method,Firearms,1087,66.8
2019,West,Arizona,Veteran Method,Firearms,180,78.3
2019,West,California,Veteran Method,Firearms,282,59.6
2019,West,Colorado,Veteran Method,Firearms,113,66.5
2019,West,Idaho,Veteran Method,Firearms,37,72.5
2019,West,Montana,Veteran Method,Firearms,39,73.6
2019,West,Nevada,Veteran Method,Firearms,75,65.2
2019,West,New Mexico,Veteran Method,Firearms,50,73.5
2019,West,Oregon,Veteran Method,Firearms,92,65.7
2019,West,Utah,Veteran Method,Firearms,39,68.4
2019,West,Washington,Veteran Method,Firearms,126,65.6
2019,West,Wyoming,Veteran Method,Firearms,26,72.2
2019,Northeast,All,General Population Method,Firearms,2174,36.0
2019,Northeast,Connecticut,General Population Method,Firearms,118,27.8
2019,Northeast,Maine,General Population Method,Firearms,140,52.2
2019,Northeast,Massachusetts,General Population Method,Firearms,141,22.2
2019,Northeast,New Hampshire,General Population Method,Firearms,131,52.4
2019,Northeast,New Jersey,General Population Method,Firearms,167,22.5
2019,Northeast,New York,General Population Method,Firearms,443,26.8
2019,Northeast,Pennsylvania,General Population Method,Firearms,943,51.3
2019,Northeast,Rhode Island,General Population Method,Firearms,33,27.0
2019,Northeast,Vermont,General Population Method,Firearms,58,54.2
2019,Midwest,All,General Population Method,Firearms,4990,51.1
2019,Midwest,Illinois,General Population Method,Firearms,524,37.9
2019,Midwest,Indiana,General Population Method,Firearms,559,59.5
2019,Midwest,Iowa,General Population Method,Firearms,223,44.2
2019,Midwest,Kansas,General Population Method,Firearms,280,56.3
2019,Midwest,Michigan,General Population Method,Firearms,723,51.4
2019,Midwest,Minnesota,General Population Method,Firearms,338,42.4
2019,Midwest,Missouri,General Population Method,Firearms,658,59.7
2019,Midwest,Nebraska,General Population Method,Firearms,151,50.2
2019,Midwest,North Dakota,General Population Method,Firearms,73,58.4
2019,Midwest,Ohio,General Population Method,Firearms,952,54.8
2019,Midwest,South Dakota,General Population Method,Firearms,92,55.4
2019,Midwest,Wisconsin,General Population Method,Firearms,417,51.2
2019,South,All,General Population Method,Firearms,10484,58.0
2019,South,Alabama,General Population Method,Firearms,527,67.7
2019,South,Arkansas,General Population Method,Firearms,334,62.7
2019,South,Delaware,General Population Method,Firearms,44,40.7
2019,South,District Of Columbia,General Population Method,Firearms,12,27.9
2019,South,Florida,General Population Method,Firearms,1773,52.4
2019,South,Georgia,General Population Method,Firearms,924,60.6
2019,South,Kentucky,General Population Method,Firearms,438,59.8
2019,South,Louisiana,General Population Method,Firearms,431,63.9
2019,South,Maryland,General Population Method,Firearms,262,41.1
2019,South,Mississippi,General Population Method,Firearms,294,70.5
2019,South,North Carolina,General Population Method,Firearms,766,57.9
2019,South,Oklahoma,General Population Method,Firearms,454,58.7
2019,South,South Carolina,General Population Method,Firearms,513,63.1
2019,South,Tennessee,General Population Method,Firearms,731,61.6
2019,South,Texas,General Population Method,Firearms,2149,57.9
2019,South,Virginia,General Population Method,Firearms,644,58.5
2019,South,West Virginia,General Population Method,Firearms,188,58.9
2019,West,All,General Population Method,Firearms,5635,47.0
2019,West,Alaska,General Population Method,Firearms,108,56.5
2019,West,Arizona,General Population Method,Firearms,798,57.7
2019,West,California,General Population Method,Firearms,1559,36.0
2019,West,Colorado,General Population Method,Firearms,622,49.8
2019,West,Hawaii,General Population Method,Firearms,40,18.4
2019,West,Idaho,General Population Method,Firearms,216,62.1
2019,West,Montana,General Population Method,Firearms,164,59.2
2019,West,Nevada,General Population Method,Firearms,350,55.9
2019,West,New Mexico,General Population Method,Firearms,274,56.3
2019,West,Oregon,General Population Method,Firearms,460,51.9
2019,West,Utah,General Population Method,Firearms,316,51.5
2019,West,Washington,General Population Method,Firearms,620,50.7
2019,West,Wyoming,General Population Method,Firearms,108,67.5
